n_estimators,num_leaves,learning_rate,k,accuracy,precision_1,recall_1,profit_1,max_drawdown_1,precision_0,recall_0,profit_0,max_drawdown_0
50,31,0.05,7,0.3998934936001065,0.3961377115579343,0.5530647278602444,0.9276796971734336,-28.63925431665939,0.40405985477594575,0.5220275733388618,-0.344078428920933,-55.723632344424765
50,31,0.05,8,0.4011867855988132,0.3998987415015189,0.5583156619206301,0.8530578012420642,-26.450855817340045,0.40261563766197295,0.5201617083030994,-0.3671476218732106,-57.74889422014173
50,31,0.05,9,0.40084444359915555,0.39875900435061695,0.5645763909926285,0.6332967041735316,-32.00726136953247,0.40322777845702407,0.5128019073287032,-0.44187981703760437,-57.291892545588084
50,31,0.05,10,0.40143403259856597,0.3972825335361637,0.5801777239220438,0.6202996012947835,-25.70163128323053,0.40650234642540056,0.4983414533015445,-0.4453451153177276,-55.98803298236105
50,31,0.05,11,0.40019779759980223,0.39991442629965057,0.56629304251237,0.8183171844600456,-23.874002934428873,0.40052174621937797,0.5092774955944853,-0.37721619391860983,-58.299735865536796
50,31,0.05,12,0.4005971965994028,0.40184530104664307,0.5563465616479855,0.5128030910011401,-26.764718434512144,0.39923682327689003,0.5205763449777133,-0.48243944255803795,-62.794687266428795
50,31,0.1,1,0.3727533806272466,0.41560095786416673,0.4118448954862163,0.6211494932713315,-27.607533228620532,0.3472323379461034,0.593034103866487,-0.4489013396651098,-58.14138720374731
50,31,0.1,2,0.3751497746248502,0.3651554958147492,0.6035039886902959,1.0426553625879036,-26.249430020465084,0.39163517258755354,0.4028195293873743,-0.297245124982664,-48.96918069666041
50,31,0.1,3,0.37263926662736074,0.363572267920094,0.5467535090376654,0.16665311736395072,-29.250479651671444,0.384504014390383,0.45423447703949416,-0.6000028645777249,-61.73659793421107
50,31,0.1,4,0.37545407862454594,0.36755099320090656,0.5568009694032111,0.5472182684799318,-27.76029507953775,0.38454189791647714,0.43811547631388,-0.46756446996649703,-62.53637662999306
50,31,0.1,5,0.39677437760322565,0.3940804434337692,0.559981823689791,0.9547926026173823,-32.56951274244197,0.3998277135121831,0.5051829584326734,-0.3360886342718702,-51.93995377656954
50,31,0.1,6,0.3981437456018563,0.39624815468260544,0.5556397051398566,1.2578726633676318,-27.005377690298204,0.40033088531999034,0.5142013061055251,-0.21915624585197024,-46.8318928209377
50,31,0.1,7,0.398371973601628,0.39574437023249026,0.5474603655457942,0.7682970974353762,-30.95578253828432,0.40102817518829953,0.5215611070799212,-0.3884026167040058,-59.712062443624404
50,31,0.1,8,0.39757317560242683,0.3926208562327161,0.56629304251237,0.5761744259962107,-29.34875101843067,0.4036036036036036,0.499222556235099,-0.4550473193653829,-60.418543344506155
50,31,0.1,9,0.4008634625991365,0.39758951226388495,0.5696253660506917,1.2615915660595602,-26.32917929295538,0.40434655897414545,0.5033689229812377,-0.22681502745995252,-40.696014720600814
50,31,0.1,10,0.40093953859906045,0.39701534562860763,0.5695243865495304,0.6244586089581514,-26.203293171803672,0.40464164962223986,0.5024359904633565,-0.44935975399477346,-59.35200312647018
50,31,0.1,11,0.40055915859944086,0.4001647505461839,0.5641219832374028,0.5128074532055475,-30.658482996428297,0.4011446198806673,0.5122317819011092,-0.4811160240193558,-60.440624036466794
50,31,0.1,12,0.3989805816010194,0.3968169004032402,0.5614460264566293,0.522540427193952,-25.72387460297991,0.40145181681008113,0.5102104281123665,-0.4792470660485405,-60.10892873294501
50,31,0.2,1,0.3735331596264668,0.4181615598885794,0.3789760678582248,0.9868621422550914,-20.723537898994906,0.35039995379595135,0.6289001762205867,-0.3395028599840365,-49.86326896815
50,31,0.2,2,0.3740656916259343,0.36525679758308155,0.5493789760678582,0.9585623650383905,-25.148828315189416,0.38732738333111316,0.45210946408209807,-0.32671385396992214,-50.54301117738712
50,31,0.2,3,0.3727533806272466,0.3648032988593662,0.5538725638695345,0.5732963379215987,-22.908976642469508,0.3837690971448933,0.4465636985591376,-0.45816321363924584,-58.16624607591104
50,31,0.2,4,0.37535898362464104,0.3683711788860422,0.5299404220943148,1.0615172001591673,-25.338768857675703,0.38408971438584194,0.45444179537680107,-0.29552412382744964,-57.57507795733432
50,31,0.2,5,0.3939405466060594,0.38793413388940823,0.5447844087650207,0.38465492813990676,-35.78302753010676,0.3999830694997037,0.48978957188763345,-0.5201330740914789,-61.76871611211676
50,31,0.2,6,0.3947773826052226,0.38841064314171886,0.5512975865899222,0.7304695100089191,-32.53191339000562,0.4020760058334048,0.4858505234788017,-0.402818584139625,-57.62454834485085
50,31,0.2,7,0.39335095760664907,0.3890814874283838,0.5383217206906998,0.28396336360144336,-39.217927010665456,0.39767712929814336,0.495128019073287,-0.5651258301916087,-71.10936918386115
50,31,0.2,8,0.39844804960155195,0.3928811282740094,0.5611935777037261,1.5787712136582486,-24.675290235317824,0.4041709755256808,0.48616150098476213,-0.10974469392328712,-45.38365726083854
50,31,0.2,9,0.3939025086060975,0.39493585161217504,0.5299909118448954,0.6677157189474898,-26.638219618548113,0.39215686274509803,0.5131128848346637,-0.44628694216569553,-58.13430945141127
50,31,0.2,10,0.3984670686015329,0.3997845628110839,0.5434211854993436,0.8356399116705657,-25.17394548890881,0.39650369413379627,0.5090183476728517,-0.41089832882841293,-58.31228461322387
50,31,0.2,11,0.40088248159911755,0.3993614913214194,0.5494799555690195,1.751481546201552,-24.849607268707224,0.39960162739447364,0.48870115061677205,-0.1361708885512407,-51.91873612858512
50,31,0.2,12,0.3954810856045189,0.39911217219383,0.5401898414621832,0.812323929251785,-32.93256074204958,0.39263170431537575,0.5125945889913963,-0.3721131197079174,-51.74053243920859
100,5,0.05,1,0.3726202476273798,0.41615134681899174,0.40093910936079974,0.49146174193940295,-33.12336826773512,0.34782219303221185,0.6038664869907744,-0.4960826493005426,-61.673050942187196
100,5,0.05,2,0.3727153426272847,0.35940426290912336,0.6104210845198424,-0.006702924540150534,-42.04517530374159,0.3963569165786695,0.3890846895407899,-0.6567150772149317,-69.48345679781872
100,5,0.05,3,0.3728865136271135,0.36781029263370335,0.625719478945774,0.46529950766906225,-34.77391656081134,0.3819433412761451,0.3738467917487302,-0.4719103602032335,-53.23871331995402
100,5,0.05,4,0.3745031286254969,0.3693218263455595,0.6395536706048672,0.6043150373008959,-33.44747760031214,0.3842240577648925,0.3640510003109775,-0.4181722674602135,-50.37398782898886
100,5,0.05,5,0.40297457159702543,0.4006858805597894,0.5840149449661719,0.7360840741639278,-32.48007168369871,0.40576103918012735,0.49865243080750493,-0.40317459302387104,-56.38450546787792
100,5,0.05,6,0.4026322295973678,0.4002410053365467,0.5869433504998486,0.6786131562247142,-33.319201522439506,0.40558341123480923,0.4947133823986732,-0.42322248726611345,-58.085491848055476
100,5,0.05,7,0.40325985659674013,0.4015082745618323,0.5806321316772696,0.7931238194722345,-29.808096186225697,0.4053557254459623,0.502902456722297,-0.384464811389966,-54.1714891551733
100,5,0.05,8,0.40284143859715854,0.4019771700864123,0.5707361405634657,0.6126778558944233,-31.35591042387429,0.4038351459645106,0.5119208043951488,-0.44728624764883573,-59.224130633404485
100,5,0.05,9,0.40407767359592234,0.4022357587522592,0.6067858224780369,0.9561436967800634,-29.217369939257402,0.4065019162151447,0.4782834041670986,-0.32398424176779717,-49.59836286939654
100,5,0.05,10,0.4032027995967972,0.4012405375662787,0.6074926789861658,0.856124332370104,-30.93750533734109,0.40580736543909346,0.47517362910749456,-0.3583624715496454,-53.195934123536226
100,5,0.05,11,0.4036021985963978,0.4025460930640913,0.6018883166717156,0.8694371335291264,-32.838486538535435,0.40496407576747223,0.4820151342386234,-0.35165578005287756,-51.646186559862834
100,5,0.05,12,0.40324083759675916,0.4028735239915364,0.5960315056043624,0.5996474297068841,-34.07329901900961,0.4037032263607853,0.48704260391831655,-0.44575724009043927,-56.36646655787735
100,5,0.1,1,0.3726582856273417,0.4170935703084161,0.4028577198828638,0.7306887514122453,-21.141150032539446,0.34724505964303864,0.6020006219550119,-0.4159870268603618,-50.768760193811424
100,5,0.1,2,0.37328591262671407,0.3643303697653231,0.5855296374835909,0.1749693143308677,-29.674471046328932,0.38702525544630806,0.4161915621436716,-0.5958150510374116,-61.46930876694333
100,5,0.1,3,0.37182144962817854,0.36516354398221657,0.5805816419266889,-0.11506651797849454,-43.06119828679681,0.3817630044098819,0.41727998341453304,-0.6898895831720686,-71.64756679278635
100,5,0.1,4,0.37490252762509746,0.36820056293774955,0.5680096940321114,0.5012714500452573,-32.12929322399965,0.38419977298524405,0.43858194257282057,-0.4765818623539475,-59.28596174069978
100,5,0.1,5,0.40227086859772915,0.4002882553520582,0.5749267898616581,0.8481303447183841,-32.334963844711936,0.4041597337770383,0.5035762413185446,-0.38579700607635314,-56.53336821868606
100,5,0.1,6,0.4018334315981666,0.4017160411002436,0.5744218923558517,0.6040618545787202,-30.69464061166304,0.4019959585962308,0.5052347880170001,-0.4552109137633942,-60.18123522187094
100,5,0.1,7,0.40287947659712053,0.40070292654069667,0.581389477935979,0.8286755584946914,-30.285250986312054,0.40508353322391955,0.4989115787291386,-0.39104879991341324,-57.29862368568349
100,5,0.1,8,0.4015101085984899,0.40027064563227804,0.5675047965263051,0.517619182944373,-29.838381556305936,0.40290647834428706,0.5115579973048616,-0.4841808208555275,-62.026723018908065
100,5,0.1,9,0.40305064759694936,0.4050574385603016,0.5750277693628193,1.0508116998991563,-32.70303540591256,0.4004851375241541,0.5048719809267129,-0.31553037933482175,-54.10528812338404
100,5,0.1,10,0.40168127959831873,0.4028374287122439,0.5777542158941735,0.8423443068774954,-33.64762716131241,0.400306304068877,0.5012439100238416,-0.3685325869462007,-55.78280457649775
100,5,0.1,11,0.4012818805987181,0.4013432938112535,0.5913359588003635,0.5158204162063162,-40.094502419524005,0.40120528272855494,0.48652430807504926,-0.47790193298337025,-61.896593824510894
100,5,0.1,12,0.40236596359763405,0.4023429400787891,0.5878521660102999,0.44308764837520687,-35.704176281551035,0.40230274297324753,0.4925883694412771,-0.5087492937026035,-63.75937154802856
100,5,0.2,1,0.3728674946271325,0.41658772760762025,0.39967686559628396,0.5576460757958006,-27.52392258350006,0.3481252047532537,0.6058360111951903,-0.47753114823799325,-59.82653780372265
100,5,0.2,2,0.37436999562563,0.36367724527817036,0.571644956073917,0.539831395679915,-29.10110278500166,0.3898913600969833,0.4333989841401472,-0.475476216748391,-58.3401601451521
100,5,0.2,3,0.3721447726278552,0.3630145951960207,0.5600828031909523,0.17152819179240542,-32.81058499136878,0.384838988054685,0.4391520680004146,-0.5974366247375541,-64.64733550389401
100,5,0.2,4,0.3739896156260104,0.36619808511319607,0.577400787640109,0.3609723491042318,-38.49949580094428,0.38617541878411443,0.42536539856950345,-0.5223696039063024,-65.35823393822245
100,5,0.2,5,0.3982958976017041,0.3964827295703454,0.5702817328082399,0.184859957528676,-34.888415485938474,0.399682128068928,0.49528350782626723,-0.6037060003159023,-68.66561749944938
100,5,0.2,6,0.39776336560223663,0.3927628194134797,0.5781581338988185,0.33046939028801736,-30.21955355846784,0.4028895233151657,0.4827407484191977,-0.5479507350824866,-61.92472120591714
100,5,0.2,7,0.4007303295992697,0.39474048442906573,0.5759870746238513,0.6312832653799292,-28.689079083232006,0.40634934272703843,0.4902560381465741,-0.45874466141619774,-59.13285540307474
100,5,0.2,8,0.40084444359915555,0.3950327699206623,0.5782086236493992,0.607421570176601,-34.06961155465029,0.4072085552083792,0.47957914377526695,-0.4630958508859181,-58.77109142627448
100,5,0.2,9,0.4023469445976531,0.4006532963366232,0.5759365848732707,0.6593587663201501,-28.54219686475225,0.403142497504232,0.4813931792267026,-0.44682360370104346,-57.66596887485523
100,5,0.2,10,0.39875235360124767,0.40071562688206325,0.57108956881753,0.2701079233019963,-40.736535443683515,0.39603012775165414,0.4932621540375246,-0.5672060344277197,-68.28295194014761
100,5,0.2,11,0.4000266265999734,0.4024439918533605,0.54872260931031,0.13176585277598973,-38.484042039114264,0.39640102827763496,0.5194879237068518,-0.6325102842081567,-70.99007302669054
100,5,0.2,12,0.40034994959965003,0.4010499065151733,0.5631626779763708,0.054880118958673174,-38.93920386174974,0.39925342521946017,0.5044573442520991,-0.633885535182634,-72.1182272165272
100,20,0.05,1,0.37269632362730365,0.41569972757542123,0.41603554478440874,0.49941941299945625,-31.393572144209937,0.34667399334493393,0.5885767596143879,-0.4876852302443966,-59.28228736138964
100,20,0.05,2,0.3747884136252116,0.3650753689775624,0.5857315964859133,0.5949544614738396,-35.1119915149343,0.38962599750024035,0.42007878096817663,-0.45180474241052937,-52.96498238630048
100,20,0.05,3,0.37193556362806446,0.36412176461012535,0.5646773704937897,-0.08659541315867325,-32.053044675519125,0.3829125503110135,0.4339172799834145,-0.6837408500092783,-69.59829828963298
100,20,0.05,4,0.3727723996272276,0.3711531595858622,0.5248914470362517,0.17253280377536684,-29.134735160289946,0.3746794219417871,0.47703949414325697,-0.5964963617519391,-70.93751068407383
100,20,0.05,5,0.4001217215998783,0.39697802197802196,0.5544784408765021,1.1041919717879014,-24.384957596829032,0.40363694753321827,0.5211464704053074,-0.2833122542753729,-56.628656565775145
100,20,0.05,6,0.3994940946005059,0.39436820531099626,0.5586186004241139,0.9752356536555409,-24.960927805772165,0.40535029769186853,0.5151860682077329,-0.32778578646245393,-54.859057858628674
