n_estimators,num_leaves,learning_rate,k,threshold,profit_1,max_drawdown_1,profit_0,max_drawdown_0
50,5,0.05,18,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,18,0.39999999999999997,0.7982534409185115,,-0.03317866800320868,-3.296779058022492
50,5,0.05,18,0.44999999999999996,0.8402558126421436,-25.137785386770098,0.008823703720423404,
50,5,0.05,18,0.49999999999999994,0.6102129239866361,-15.239832355722333,-0.22121918493508408,
50,5,0.05,18,0.5499999999999999,0.39099791943133133,-11.336068996535568,-0.4404341894903888,
50,5,0.05,18,0.5999999999999999,0.25838911516007723,-6.903525270423349,-0.5730429937616429,
50,5,0.05,18,0.6499999999999999,0.044275562773659405,-1.7862942513803084,-0.7871565461480607,
50,5,0.05,19,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,19,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,19,0.44999999999999996,0.816774887808206,-26.788968164446647,-0.014657221113514196,
50,5,0.05,19,0.49999999999999994,0.44163885441078454,-21.548828834584544,-0.3897932545109356,
50,5,0.05,19,0.5499999999999999,0.49657510125710824,-8.04960482725288,-0.3348570076646119,
50,5,0.05,19,0.5999999999999999,0.379033831253605,-7.182257230691535,-0.45239827766811513,
50,5,0.05,19,0.6499999999999999,0.14752383370461897,-6.903525270423342,-0.6839082752171012,
50,5,0.05,20,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,20,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,20,0.44999999999999996,0.9491124250323036,-26.40540442477761,0.1176803161105835,
50,5,0.05,20,0.49999999999999994,0.4934514129081571,-19.49724807914691,-0.33798069601356306,
50,5,0.05,20,0.5499999999999999,0.4475880518460895,-10.302203074597722,-0.38384405707563063,
50,5,0.05,20,0.5999999999999999,0.33648611620400537,-7.182257230691507,-0.4949459927177148,
50,5,0.05,20,0.6499999999999999,0.06269127843278799,-6.903525270423337,-0.7687408304889322,
50,5,0.05,21,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,21,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,21,0.44999999999999996,0.7883635926509851,-31.232331781641722,-0.04306851627073505,
50,5,0.05,21,0.49999999999999994,0.33290483537791793,-20.227760346953556,-0.4985272735438022,
50,5,0.05,21,0.5499999999999999,0.5527206228228112,-10.466828537804748,-0.27871148609890894,
50,5,0.05,21,0.5999999999999999,0.30032555895464663,-7.182257230691501,-0.5311065499670735,
50,5,0.05,21,0.6499999999999999,0.0988584284226891,-1.9461837874428818,-0.732573680499031,
50,5,0.05,22,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,22,0.39999999999999997,0.8179840325884719,,-0.013448076333248293,-3.5178240920878014
50,5,0.05,22,0.44999999999999996,0.6330187054366674,-34.69532668685014,-0.19841340348505276,
50,5,0.05,22,0.49999999999999994,0.5980992648280407,-11.804340738773481,-0.2333328440936795,
50,5,0.05,22,0.5499999999999999,0.4038669762802395,-11.542572911699176,-0.42756513264148066,
50,5,0.05,22,0.5999999999999999,0.2564250020295066,-6.903525270423349,-0.5750071068922136,
50,5,0.05,22,0.6499999999999999,0.0,0.0,-0.8314321089217201,
50,5,0.05,23,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,23,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,23,0.44999999999999996,0.7341702971103188,-29.700965546937784,-0.09726181181140137,
50,5,0.05,23,0.49999999999999994,0.34217177121710574,-17.209780185711086,-0.4892603377046144,
50,5,0.05,23,0.5499999999999999,0.4841119348700953,-8.754418175684416,-0.34732017405162485,
50,5,0.05,23,0.5999999999999999,0.2338622640387994,-7.18225723069152,-0.5975698448829208,
50,5,0.05,23,0.6499999999999999,0.018261504747991264,0.0,-0.8131706041737289,
50,5,0.05,24,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,24,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,24,0.44999999999999996,0.5749843273690405,-29.151169676094554,-0.25644778155267967,
50,5,0.05,24,0.49999999999999994,0.5481847060156224,-15.473208847646786,-0.28324740290609773,
50,5,0.05,24,0.5499999999999999,0.4675185192338067,-8.232460228189218,-0.36391358968791343,
50,5,0.05,24,0.5999999999999999,0.15948293480183184,-7.886777775355499,-0.6719491741198883,
50,5,0.05,24,0.6499999999999999,0.018261504747991264,0.0,-0.8131706041737289,
50,5,0.05,25,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,25,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,25,0.44999999999999996,0.5749843273690405,-29.151169676094554,-0.25644778155267967,
50,5,0.05,25,0.49999999999999994,0.5481847060156224,-15.473208847646786,-0.28324740290609773,
50,5,0.05,25,0.5499999999999999,0.4675185192338067,-8.232460228189218,-0.36391358968791343,
50,5,0.05,25,0.5999999999999999,0.15948293480183184,-7.886777775355499,-0.6719491741198883,
50,5,0.05,25,0.6499999999999999,0.018261504747991264,0.0,-0.8131706041737289,
50,5,0.05,26,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,26,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,26,0.44999999999999996,0.6706574960055185,-31.880308877005287,-0.16077461291620165,
50,5,0.05,26,0.49999999999999994,0.4268977430923231,-14.736089105263641,-0.40453436582939706,
50,5,0.05,26,0.5499999999999999,0.4602217401859908,-11.814937057940224,-0.3712103687357293,
50,5,0.05,26,0.5999999999999999,0.2631235305691044,-7.182257230691514,-0.5683085783526157,
50,5,0.05,26,0.6499999999999999,0.00039856223418810455,-1.7862942513803248,-0.831033546687532,
50,5,0.05,27,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,27,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,27,0.44999999999999996,0.6342169729779297,-33.766026000436696,-0.19721513594379048,
50,5,0.05,27,0.49999999999999994,0.42578453023275764,-14.736089105263726,-0.4056475786889625,
50,5,0.05,27,0.5499999999999999,0.47098084952297137,-11.814937057940165,-0.3604512593987488,
50,5,0.05,27,0.5999999999999999,0.2631235305691044,-7.182257230691514,-0.5683085783526157,
50,5,0.05,27,0.6499999999999999,0.00039856223418810455,-1.7862942513803248,-0.831033546687532,
50,5,0.05,28,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,28,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,28,0.44999999999999996,0.6601485170253871,-33.05859810868969,-0.17128359189633302,
50,5,0.05,28,0.49999999999999994,0.47308420394816875,-14.70660406206638,-0.3583479049735514,
50,5,0.05,28,0.5499999999999999,0.4668374304708811,-10.975560728742813,-0.36459467845083904,
50,5,0.05,28,0.5999999999999999,0.19188603874552956,-7.182257230691516,-0.6395460701761906,
50,5,0.05,28,0.6499999999999999,0.00039856223418810455,-1.7862942513803248,-0.831033546687532,
50,5,0.05,29,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.05,29,0.39999999999999997,0.8314321089217201,,-0.0,0.0
50,5,0.05,29,0.44999999999999996,0.6601485170253871,-33.05859810868969,-0.17128359189633302,
50,5,0.05,29,0.49999999999999994,0.47308420394816875,-14.70660406206638,-0.3583479049735514,
50,5,0.05,29,0.5499999999999999,0.4668374304708811,-10.975560728742813,-0.36459467845083904,
50,5,0.05,29,0.5999999999999999,0.19188603874552956,-7.182257230691516,-0.6395460701761906,
50,5,0.05,29,0.6499999999999999,0.00039856223418810455,-1.7862942513803248,-0.831033546687532,
50,5,0.1,1,0.35,0.8541590350571737,,0.022726926135453573,-1.7255484467994604
50,5,0.1,1,0.39999999999999997,0.7145624704014665,,-0.11686963852025367,-13.802248782036727
50,5,0.1,1,0.44999999999999996,0.23686099847368836,,-0.5945711104480318,-54.02264674469871
50,5,0.1,1,0.49999999999999994,0.4557806481554344,-17.917641764588225,-0.37565146076628575,
50,5,0.1,1,0.5499999999999999,0.20621241424291847,-7.388453036274192,-0.6252196946788017,
50,5,0.1,1,0.5999999999999999,0.0746754329026077,-1.3995241888383545,-0.7567566760191125,
50,5,0.1,1,0.6499999999999999,0.03197654288539342,-0.6470287757534479,-0.7994555660363267,
50,5,0.1,2,0.35,0.840296374849698,,0.008864265927977844,0.0
50,5,0.1,2,0.39999999999999997,0.5908343378531026,,-0.24059777106861757,-26.117250795514117
50,5,0.1,2,0.44999999999999996,0.30518876980592746,-49.52876220165561,-0.5262433391157927,
50,5,0.1,2,0.49999999999999994,0.4122797887184253,-14.863484052933405,-0.41915232020329485,
50,5,0.1,2,0.5499999999999999,0.14468568058790565,-8.177097032792831,-0.6867464283338145,
50,5,0.1,2,0.5999999999999999,0.09383570792067997,-3.0142436264167154,-0.7375964010010402,
50,5,0.1,2,0.6499999999999999,0.013144943317775604,-2.8504146649778073,-0.8182871656039445,
50,5,0.1,3,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.1,3,0.39999999999999997,0.690411235051255,,-0.14102087387046514,-14.647667894864371
50,5,0.1,3,0.44999999999999996,0.07639765405530341,-50.81486479429471,-0.7550344548664167,
50,5,0.1,3,0.49999999999999994,0.24189534735365803,-20.01107970381212,-0.5895367615680621,
50,5,0.1,3,0.5499999999999999,0.18730172788257693,-9.937471131235498,-0.6441303810391432,
50,5,0.1,3,0.5999999999999999,0.20595278936020633,-2.9891838741396097,-0.6254793195615138,
50,5,0.1,3,0.6499999999999999,0.06574222453997502,-0.26347790839077057,-0.7656898843817451,
50,5,0.1,4,0.35,0.8545321632234623,,0.023100054301742112,-0.4875746647320686
50,5,0.1,4,0.39999999999999997,0.7488439685298695,,-0.0825881403918507,-11.146226747697686
50,5,0.1,4,0.44999999999999996,0.27020750006725547,,-0.5612246088544647,-48.879476166791704
50,5,0.1,4,0.49999999999999994,0.3109242439692227,-18.417076108826578,-0.5205078649524975,
50,5,0.1,4,0.5499999999999999,0.24289809431859255,-12.707960947862754,-0.5885340146031276,
50,5,0.1,4,0.5999999999999999,0.17902991410008617,-9.217920064257203,-0.652402194821634,
50,5,0.1,4,0.6499999999999999,-0.042741605896341905,-8.866660786786401,-0.874173714818062,
50,5,0.1,5,0.35,0.8314321089217201,,-0.0,0.0
50,5,0.1,5,0.39999999999999997,0.7767627178603901,,-0.054669391061330064,-11.422527798807389
50,5,0.1,5,0.44999999999999996,0.43873217020324573,-39.82246889324328,-0.3926999387184744,
50,5,0.1,5,0.49999999999999994,0.3163105293629249,-18.954106193985897,-0.5151215795587952,
50,5,0.1,5,0.5499999999999999,0.33210701287862965,-11.808827652633406,-0.4993250960430905,
50,5,0.1,5,0.5999999999999999,0.12023121066493958,-8.179847665263654,-0.7112008982567806,
50,5,0.1,5,0.6499999999999999,0.03692808929708369,-7.929616750556902,-0.7945040196246365,
50,5,0.1,6,0.35,0.8330858215064729,,0.0016537125847527756,0.0
50,5,0.1,6,0.39999999999999997,0.5648308218347642,,-0.26660128708695596,-24.171479582910965
50,5,0.1,6,0.44999999999999996,0.5311119766999991,,-0.30032013222172105,-34.20901991127957
50,5,0.1,6,0.49999999999999994,0.3444698826957425,-23.853033213682924,-0.4869622262259776,
50,5,0.1,6,0.5499999999999999,0.3330131077486914,-12.331643668544833,-0.49841900117302873,
50,5,0.1,6,0.5999999999999999,0.15043906662379503,-14.079767866499422,-0.6809930422979251,
50,5,0.1,6,0.6499999999999999,0.1288678636416617,-2.7903983033392685,-0.7025642452800585,
50,5,0.1,7,0.35,0.8949400209605213,,0.06350791203880113,-1.6316951949929002
