n_estimators,num_leaves,learning_rate,k,threshold,accuracy,precision_1,recall_1,profit_1,max_drawdown_1,precision_0,recall_0,profit_0,max_drawdown_0
50,5,0.05,12,0.5999999999999999,0.4923896499238965,0.6462585034013606,0.017661275329986986,0.041805297879253356,-4.7545377437507454,0.4902074288470815,0.9898694720436392,-0.5018186380814122,-53.80255646579659
50,5,0.05,12,0.6499999999999999,0.4882990867579909,0.0,0.0,0.0,0.0,0.4882990867579909,1.0,-0.5228736948757967,-55.404133957159225
50,5,0.1,1,0.35,0.5117009132420092,0.5117009132420092,1.0,0.9114658647078917,-19.641921461834237,0.0,0.0,0.0,0.0
50,5,0.1,1,0.39999999999999997,0.516837899543379,0.5148720999405116,0.9654210819854991,0.916705820808285,-18.98756994395784,0.5633802816901409,0.046756282875511396,-0.0016036114537650858,-7.230256113757376
50,5,0.1,1,0.44999999999999996,0.5231164383561644,0.5213535589264877,0.8306376649934932,0.597154911712857,-16.1826687900367,0.5308959835221421,0.20085719851938438,-0.1804513621762055,-23.056971771761166
50,5,0.1,1,0.49999999999999994,0.5291095890410958,0.5393939393939394,0.5460122699386503,0.5725203797661362,-14.55039790145212,0.5180580224985198,0.5113968439509059,-0.20926301405943648,-27.015013392213273
50,5,0.1,1,0.5499999999999999,0.5040905631659056,0.5531370038412292,0.16062465142219742,-0.06758979920581665,-18.07703710720042,0.49553072625698324,0.8640171439703876,-0.5450507048684947,-58.75635018418835
50,5,0.1,1,0.5999999999999999,0.4922945205479452,0.5709459459459459,0.03141847927124001,0.06031268306627613,-3.5496626124823596,0.49001566170712607,0.9752581336450419,-0.49276655938101666,-52.71493706385152
50,5,0.1,1,0.6499999999999999,0.4882990867579909,0.0,0.0,0.0,0.0,0.4882990867579909,1.0,-0.5228736948757967,-55.404133957159225
50,5,0.1,2,0.35,0.5118911719939118,0.5118230358504958,0.9979550102249489,0.8818682868528644,-19.641921461834066,0.5416666666666666,0.002532631989090201,-0.01593429683805425,-2.724668882910314
50,5,0.1,2,0.39999999999999997,0.5163622526636226,0.5145506560126271,0.9696969696969697,0.914974141332533,-18.79936391187918,0.5653333333333334,0.041301383206701736,-0.0020115888453072772,-5.843281833510661
50,5,0.1,2,0.44999999999999996,0.5234018264840182,0.5217853347502657,0.8215281650864473,0.5857805395809341,-16.79221982181499,0.5301027900146843,0.21098772647574518,-0.18695162326610393,-23.014358787004575
50,5,0.1,2,0.49999999999999994,0.5243531202435312,0.5346752058554437,0.543223647518126,0.3016721708278032,-11.941708916961199,0.5131761442441054,0.5045782193648938,-0.34586906270134454,-39.78598453316549
50,5,0.1,2,0.5499999999999999,0.5023782343987824,0.5488771466314399,0.15448968209704406,-0.03491451855795924,-13.684762646915388,0.49455434541009113,0.8669394116501071,-0.5295951705211762,-56.78963372217486
50,5,0.1,2,0.5999999999999999,0.4910578386605784,0.6283185840707964,0.013199479457148168,0.07290009122648788,-1.7370403186112546,0.48956630445235116,0.9918176504967855,-0.4875859577908912,-52.329917302637654
50,5,0.1,2,0.6499999999999999,0.4882990867579909,0.0,0.0,0.0,0.0,0.4882990867579909,1.0,-0.5228736948757967,-55.404133957159225
50,5,0.1,3,0.35,0.5118911719939118,0.5118162759672193,0.9985127347090538,0.9139993757288281,-19.641921461834404,0.5555555555555556,0.0019481784531463083,0.0012625340491367876,-0.6647370273072603
50,5,0.1,3,0.39999999999999997,0.5172184170471842,0.5148902821316614,0.9771332961517011,0.9596969751323252,-18.329031743310903,0.5953947368421053,0.03526203000194818,0.022032039782512003,-6.76375168577052
50,5,0.1,3,0.44999999999999996,0.5238774733637748,0.5221406582997868,0.8198549916341328,0.6169796255153974,-16.78136204272571,0.5309777347531461,0.21371517631015002,-0.17105424127001767,-21.64181129165441
50,5,0.1,3,0.49999999999999994,0.526255707762557,0.5361609570418706,0.5499163413273843,0.3824827265390289,-11.709788298637601,0.5153153153153153,0.5014611338398597,-0.3050583424506821,-34.25812960473097
50,5,0.1,3,0.5499999999999999,0.5043759512937596,0.5533123028391167,0.16304145751998514,0.013244372634968471,-12.757378744913211,0.49568724095440797,0.8620689655172413,-0.5059406683857721,-54.59601593204231
50,5,0.1,3,0.5999999999999999,0.4948630136986301,0.6185567010309279,0.03346346904629113,0.11385965936902598,-3.071275592890304,0.4913413560316994,0.978375219170076,-0.4671704685865693,-50.57243664691247
50,5,0.1,3,0.6499999999999999,0.4882990867579909,0.0,0.0,0.0,0.0,0.4882990867579909,1.0,-0.5228736948757967,-55.404133957159225
50,5,0.1,4,0.35,0.511986301369863,0.511901347863493,0.9955382041271612,0.8757596822665583,-19.438134227119328,0.5294117647058824,0.005260081823495032,-0.019507365604642835,-3.6227793515132216
50,5,0.1,4,0.39999999999999997,0.514554794520548,0.5135347194978422,0.9734151329243353,0.8170083732089908,-18.453373999726395,0.5474683544303798,0.03370348723943113,-0.052387839260925495,-10.069853405532509
50,5,0.1,4,0.44999999999999996,0.5253044140030442,0.5225559550040589,0.8377021751254881,0.6523993791879943,-16.83591675210453,0.5378507146638433,0.1979349308396649,-0.15242374163888162,-19.267054106111445
