n_estimators,num_leaves,learning_rate,k,threshold,profit_1,max_drawdown_1,profit_0,max_drawdown_0
50,5,0.05,1,0.35,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,1,0.39999999999999997,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,1,0.44999999999999996,0.554301535583231,-16.205475692337046,-0.20309364056567136,-24.617640853722673
50,5,0.05,1,0.49999999999999994,0.5947766726320536,-11.905295784376657,-0.1963244749834051,-22.63533105452229
50,5,0.05,1,0.5499999999999999,-0.07122455844100539,-16.960045136425798,-0.5466970804789704,-58.33977740160435
50,5,0.05,1,0.5999999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,1,0.6499999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,2,0.35,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,2,0.39999999999999997,0.850037296855656,-19.675648933613374,-0.03292261071528835,-5.730318926677469
50,5,0.05,2,0.44999999999999996,0.573849104553998,-16.588075872197656,-0.19228942543288086,-24.14764069289055
50,5,0.05,2,0.49999999999999994,0.26671933542968107,-11.836025830890321,-0.3625675829799616,-39.978895614077125
50,5,0.05,2,0.5499999999999999,-0.024736827013596696,-14.31423785954359,-0.5238861612963599,-56.40080532118049
50,5,0.05,2,0.5999999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,2,0.6499999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,3,0.35,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,3,0.39999999999999997,0.8722212776622276,-19.402359731464703,-0.021800884569984857,-5.059100408376939
50,5,0.05,3,0.44999999999999996,0.5719766489150211,-15.697840058492426,-0.1941581409458406,-23.7909897767118
50,5,0.05,3,0.49999999999999994,0.2876494437573054,-12.191589012850503,-0.3521889474180976,-39.0016356696359
50,5,0.05,3,0.5499999999999999,-0.026809855958842665,-13.505608188000872,-0.5249645855693055,-56.32679693959041
50,5,0.05,3,0.5999999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,3,0.6499999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,4,0.35,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,4,0.39999999999999997,0.8898752069758542,-18.96604361572437,-0.0129772771690575,-4.445042782592537
50,5,0.05,4,0.44999999999999996,0.6435500155687812,-17.560746421731537,-0.15537452586021883,-17.28295730740563
50,5,0.05,4,0.49999999999999994,0.3132697943366429,-12.204686820937145,-0.33957838351133707,-38.46258522231073
50,5,0.05,4,0.5499999999999999,0.01195516385311457,-13.063044158853865,-0.5074243878267897,-54.304377505114054
50,5,0.05,4,0.5999999999999999,0.03738824541042751,-2.8366647239774525,-0.504593030716624,-54.527729294521016
50,5,0.05,4,0.6499999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,5,0.35,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,5,0.39999999999999997,0.9207934299077547,-19.044948980177487,0.003510982042662203,-2.386283015481692
50,5,0.05,5,0.44999999999999996,0.5972692972654317,-16.408025717967494,-0.1802820323857568,-20.954154487276924
50,5,0.05,5,0.49999999999999994,0.31486709467944696,-12.197227065566887,-0.339205308629832,-38.54240552893077
50,5,0.05,5,0.5499999999999999,0.013337916689735607,-13.789812730422844,-0.5069360104730465,-54.339995422300674
50,5,0.05,5,0.5999999999999999,-0.010913878560648738,-1.0913878560648738,-0.5280268475235333,-55.885786933967864
50,5,0.05,5,0.6499999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,6,0.35,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,6,0.39999999999999997,0.8588963165081835,-18.644542071415177,-0.029107853670048867,-4.78392609082232
50,5,0.05,6,0.44999999999999996,0.6073976055192083,-15.490369770700246,-0.1747279356454018,-20.246894896419768
50,5,0.05,6,0.49999999999999994,0.277211058968835,-12.692936859510223,-0.358570303897518,-39.00043458499471
50,5,0.05,6,0.5499999999999999,0.011312295058591548,-14.943879125633856,-0.5081025214763563,-54.44594469472751
50,5,0.05,6,0.5999999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,6,0.6499999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,7,0.35,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,7,0.39999999999999997,0.8768141064879664,-18.903449296057545,-0.01983734147884153,-5.192625896737903
50,5,0.05,7,0.44999999999999996,0.45461903791740355,-16.224814285782998,-0.25384198498725985,-28.67071911509069
50,5,0.05,7,0.49999999999999994,0.3610134268776928,-12.69293685951022,-0.3167147219260791,-35.07862512688023
50,5,0.05,7,0.5499999999999999,0.0023735101343229648,-14.799722775812548,-0.5125529425778164,-54.62768425140284
50,5,0.05,7,0.5999999999999999,0.002788659974003238,-3.8718105629554795,-0.5211429516419276,-55.242365484988966
50,5,0.05,7,0.6499999999999999,0.0,0.0,-0.5228736948757967,-55.404133957159225
50,5,0.05,8,0.35,0.9114658647078917,-19.641921461834237,0.0,0.0
50,5,0.05,8,0.39999999999999997,0.9275769639626072,-19.631271500804278,0.008370654764962682,-0.413308972321086
50,5,0.05,8,0.44999999999999996,0.5701147294661961,-17.372735611452004,-0.1932090670697023,-22.377181422232344
50,5,0.05,8,0.49999999999999994,0.3381161125043455,-13.135363143596265,-0.3282753221828315,-38.3392556543987
